config,final_hardness,hardness_improvement,trajectory_length,plateau_ratio,improvement_rate,volatility
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 95.0}",1263,1224,7,0.0,"{'slope': 6.821344787975861, 'r_squared': 0.8036503820049372}",223.36517185989405
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 20, 'range': 100.0}",642,573,17,0.0,"{'slope': 0.5285740308972308, 'r_squared': 0.6938568906909622}",33.27953340643465
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 5.0}",1321,1047,8,0.0,"{'slope': 0.5439491160799922, 'r_squared': 0.46324733248746064}",209.90328190645818
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 10.0}",1282,1235,10,0.0,"{'slope': 2.5799182537041294, 'r_squared': 0.8523383565403356}",137.6652766497846
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 15.0}",11781,11671,4,0.0,"{'slope': 9.430052256752559, 'r_squared': 0.6453153629901098}",2995.1510071372954
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 20.0}",6134,6086,11,0.0,"{'slope': 24.400923497683998, 'r_squared': 0.9493515488514749}",618.2700380901537
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 25.0}",6268,5424,5,0.0,"{'slope': 6.780450812771443, 'r_squared': 0.6445826380092023}",1005.7554374697658
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 30.0}",9219,6548,7,0.0,"{'slope': 15.591866097988792, 'r_squared': 0.9983657139526448}",1130.5231335782366
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 35.0}",5928,5859,10,0.0,"{'slope': 9.400578989319763, 'r_squared': 0.6997186586577073}",602.3385906429852
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 40.0}",7613,5994,4,0.0,"{'slope': 46.42556045713696, 'r_squared': 0.9904403789310785}",1534.5366293010625
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 45.0}",15471,15181,9,0.0,"{'slope': 32.41430794972073, 'r_squared': 0.9726244184463404}",2609.016670007112
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 50.0}",12647,11948,6,0.0,"{'slope': 15.327322249301425, 'r_squared': 0.7986990920627965}",2147.988696432083
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 55.0}",13267,12597,6,0.0,"{'slope': 12.509554863483173, 'r_squared': 0.7390818470263981}",1874.566040447762
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 60.0}",9309,8993,4,0.0,"{'slope': 445.0967741935484, 'r_squared': 0.9991748085714626}",1498.901449580844
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 65.0}",12430,11995,8,0.0,"{'slope': 13.611920021131528, 'r_squared': 0.7100046422657311}",1304.7895130899037
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 70.0}",10165,9270,8,0.0,"{'slope': 81.49764735804668, 'r_squared': 0.8699580310809493}",1674.8396694511828
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 75.0}",8047,7893,7,0.0,"{'slope': 26.972781124444978, 'r_squared': 0.8133916556522349}",883.1635843187074
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 80.0}",12661,11755,7,0.0,"{'slope': 14.760369027439443, 'r_squared': 0.8151849024726712}",1429.242621888328
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 85.0}",9741,9532,10,0.0,"{'slope': 9.106775010404522, 'r_squared': 0.924117317010238}",1295.416144586102
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 90.0}",8508,8306,9,0.0,"{'slope': 14.765356601375615, 'r_squared': 0.7698571171039698}",805.1640748940554
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 95.0}",8828,8594,6,0.0,"{'slope': 13.018102664116222, 'r_squared': 0.7504985138389643}",1377.9415662501801
"{'mutation_type': 'scramble', 'generation_type': 'asymmetric', 'distribution': 'uniform', 'city_size': 30, 'range': 100.0}",7935,4390,3,0.0,"{'slope': 5.070254107821203, 'r_squared': 0.4046661143114799}",1598.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.4}",359618,359429,11,0.0,"{'slope': 723.5289234780367, 'r_squared': 0.812637014354127}",71411.87958519228
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.6}",71926,70531,5,0.0,"{'slope': 336.9609854867641, 'r_squared': 0.9701177986863193}",10713.55910458798
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.8}",9100,8334,5,0.0,"{'slope': 22.382059713957613, 'r_squared': 0.7245241567837206}",2772.1989917753017
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.0}",7222,347,2,0.0,"{'slope': 0.5273556231003039, 'r_squared': 1.0}",0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.2}",3014,2517,5,0.0,"{'slope': 2.1239282710317857, 'r_squared': 0.5916952500598744}",192.494642782598
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.4}",47094,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.6}",4548,3539,3,0.0,"{'slope': 121.57817589576547, 'r_squared': 0.40880256711411245}",1306.5
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.8}",15122,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.0}",15213,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.2}",303979,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.4}",325650,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.6}",6504,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.8}",36650,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.0}",1018115,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.4}",7247,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.6}",22520,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.0}",6834007,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.2}",2008112,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.4}",6572,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.8}",196709,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 20, 'range': 5.0}",495,402,6,0.0,"{'slope': 2.380403947336518, 'r_squared': 0.9138835051017046}",80.90636563336658
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.4}",1847,1337,7,0.0,"{'slope': 3.7502659319541496, 'r_squared': 0.9370220771294043}",149.41376182340844
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.6}",3835835,3835593,7,0.0,"{'slope': 50783.72005988023, 'r_squared': 0.6246688535519388}",1428970.2068473122
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.8}",4120345,4111767,4,0.0,"{'slope': 199089.4642857143, 'r_squared': 0.9775196872126336}",1898095.4336841619
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.0}",701842,628459,2,0.0,"{'slope': 28566.31818181818, 'r_squared': 1.0}",0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.2}",743596,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.4}",4084136,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'lognormal', 'city_size': 30, 'range': 3.0}",1724841,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 5.0}",95,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 10.0}",642900,642756,7,0.0,"{'slope': 1096.3234493238774, 'r_squared': 0.9988487178988212}",181169.21211029944
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 15.0}",276616,276431,8,0.0,"{'slope': 782.9707690708369, 'r_squared': 0.9552662885748944}",47687.66906333206
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 20.0}",215500,215388,7,0.0,"{'slope': 1826.6822074575584, 'r_squared': 0.9643911986748844}",52174.59531547258
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 25.0}",328110,327966,7,0.0,"{'slope': 492.5451860771834, 'r_squared': 0.7820662956621187}",59463.89424123964
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 30.0}",6766,6364,5,0.0,"{'slope': 8.224266255953545, 'r_squared': 0.7720585546474354}",810.72529256216
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 35.0}",2524,1547,2,0.0,"{'slope': 59.5, 'r_squared': 1.0}",0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 40.0}",8847,8001,7,0.0,"{'slope': 19.20652131280424, 'r_squared': 0.9282378458432192}",873.2345523015757
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 45.0}",5188,4484,4,0.0,"{'slope': 303.209219858156, 'r_squared': 0.897700256791199}",1893.3181337418062
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 50.0}",2821,1970,5,0.0,"{'slope': 3.128595198478726, 'r_squared': 0.3817794232122739}",411.0094281157064
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 55.0}",4946,4744,6,0.0,"{'slope': 37.042056809572145, 'r_squared': 0.8722464382221996}",962.8028666347021
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 60.0}",6060,4264,7,0.0,"{'slope': 10.904297813237536, 'r_squared': 0.9658475742935543}",884.813665255133
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 65.0}",11713,11377,4,0.0,"{'slope': 44.42855641037894, 'r_squared': 0.6470147471520492}",4037.2895473187064
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 70.0}",9096,8496,8,0.0,"{'slope': 16.180764678639427, 'r_squared': 0.7091500843810417}",1562.4925795742167
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 75.0}",3928,3432,6,0.0,"{'slope': 67.12101910828025, 'r_squared': 0.8067467907181375}",525.0267040827542
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 80.0}",9157,8163,7,0.0,"{'slope': 12.023360789578721, 'r_squared': 0.6584537402239734}",1383.8856828991813
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 85.0}",11183,10589,11,0.0,"{'slope': 12.186428176042385, 'r_squared': 0.9266762703310077}",1397.5350764828765
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 90.0}",7495,6971,5,0.0,"{'slope': 53.59048150123649, 'r_squared': 0.8627366021414458}",946.9934991857125
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 95.0}",4252,1384,4,0.0,"{'slope': 2.2711282939889124, 'r_squared': 0.6791537742175563}",372.89527871627564
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 20, 'range': 100.0}",8945,8482,9,0.0,"{'slope': 10.387273423775033, 'r_squared': 0.9355787226690345}",1582.3055765243323
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 5.0}",170,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 10.0}",29829362,29827840,5,0.0,"{'slope': 822812.9145943741, 'r_squared': 0.9952902678038205}",9529569.150835387
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 20.0}",513,0,1,0.0,0,0.0
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 25.0}",28558522,28006855,3,0.0,"{'slope': 802228.3285714287, 'r_squared': 0.432939440274641}",13861154.5
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 30.0}",3564637,3563703,5,0.0,"{'slope': 55232.25310933729, 'r_squared': 0.6979720778566764}",1282651.8529790877
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 35.0}",2947862,2946820,9,0.0,"{'slope': 10518.125482837933, 'r_squared': 0.6301558088531635}",689190.2592269061
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 40.0}",277786,117783,3,0.0,"{'slope': 231.480453070452, 'r_squared': 0.9996646445623525}",7162.5
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 45.0}",186533,183973,8,0.0,"{'slope': 199.69186763193716, 'r_squared': 0.7707810486257249}",29614.8588980434
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 50.0}",564598,550398,11,0.0,"{'slope': 1093.0460580817378, 'r_squared': 0.9843105427923787}",100789.87184315694
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 55.0}",293238,285952,9,0.0,"{'slope': 472.7440167694092, 'r_squared': 0.892118304614108}",33366.5453598361
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 60.0}",196088,194290,11,0.0,"{'slope': 469.1997323780333, 'r_squared': 0.9213135190207847}",36157.99525416198
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 65.0}",496447,470704,5,0.0,"{'slope': 1288.8614978860298, 'r_squared': 0.9965613917241105}",126041.78219741261
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 70.0}",423686,416306,7,0.0,"{'slope': 1214.2983660863713, 'r_squared': 0.7817964916164869}",105897.12322133947
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 75.0}",374044,316009,5,0.0,"{'slope': 822.9877883019954, 'r_squared': 0.7238076164992513}",58096.497172269344
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 80.0}",174088,144630,4,0.0,"{'slope': 487.82764950928475, 'r_squared': 0.7914833475984504}",15423.498003587469
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 85.0}",289430,276530,9,0.0,"{'slope': 451.81036015318443, 'r_squared': 0.8046762564840093}",27174.33701928163
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 90.0}",312662,297549,8,0.0,"{'slope': 1176.894600754581, 'r_squared': 0.9675313336717547}",42756.848788068026
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 95.0}",227301,224471,12,0.0,"{'slope': 294.20398213365, 'r_squared': 0.892768166393591}",23862.283489616893
"{'mutation_type': 'scramble', 'generation_type': 'euclidean', 'distribution': 'uniform', 'city_size': 30, 'range': 100.0}",251641,228982,10,0.0,"{'slope': 421.7210919046988, 'r_squared': 0.8637773551373928}",22350.241689526465
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.2}",5182,5138,148,0.0,"{'slope': 5.5565629983501665, 'r_squared': 0.9684196564981365}",68.8237750936447
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.4}",735,619,27,0.0,"{'slope': 4.681039122795312, 'r_squared': 0.964009676467232}",34.231136558098264
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.6}",6013,5907,146,0.0,"{'slope': 6.695074717769441, 'r_squared': 0.9580113767825831}",68.87139646392976
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 0.8}",5604,5506,133,0.0,"{'slope': 5.103698255213594, 'r_squared': 0.9722274912262237}",82.77585015104182
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.0}",5437,5345,74,0.0,"{'slope': 11.028914154812995, 'r_squared': 0.886488419367598}",124.69461288089487
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.2}",4946,4812,126,0.0,"{'slope': 5.608235529940722, 'r_squared': 0.9701081172367944}",99.47941487564148
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.4}",1175,1017,80,0.0,"{'slope': 1.0153046422136118, 'r_squared': 0.9874005499708536}",16.50037750899757
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.6}",2082,2012,98,0.0,"{'slope': 2.074180525517567, 'r_squared': 0.9727818113407812}",31.632971950855612
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 1.8}",14070,13946,146,0.0,"{'slope': 14.207839492398714, 'r_squared': 0.9369087810543061}",166.53129224285777
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.0}",12639,12488,123,0.0,"{'slope': 12.866754329286964, 'r_squared': 0.8853419911870994}",240.7810060579084
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.2}",2283,2265,97,0.0,"{'slope': 1.8636277801626386, 'r_squared': 0.9367696681578727}",53.152606185123545
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.4}",2472,2450,92,0.0,"{'slope': 2.37799102202326, 'r_squared': 0.9587015175037218}",44.726576107642806
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.6}",2636,2544,93,0.0,"{'slope': 3.0834243187933468, 'r_squared': 0.8870103429264635}",48.06549760994359
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 2.8}",3628,3597,119,0.0,"{'slope': 3.743854773499392, 'r_squared': 0.968502541959456}",57.51797553231857
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.0}",10126,10105,137,0.0,"{'slope': 11.787591889021593, 'r_squared': 0.9752873261086447}",187.38142603088167
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.2}",1620,1596,98,0.0,"{'slope': 1.571494073114258, 'r_squared': 0.9585773246386663}",21.593250481620267
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.4}",1757,1598,70,0.0,"{'slope': 1.4309405060170648, 'r_squared': 0.9642204131594093}",38.193490297604534
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.6}",2447,2429,89,0.0,"{'slope': 2.578818639537081, 'r_squared': 0.9857897715506763}",40.208417191137094
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 3.8}",1164,1123,65,0.0,"{'slope': 1.4874167935554168, 'r_squared': 0.9557684392281108}",32.33995675220323
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.0}",1478,1456,80,0.0,"{'slope': 1.5202744488874074, 'r_squared': 0.9602060824425549}",34.017747990377096
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.2}",828,760,79,0.0,"{'slope': 0.6419024600466146, 'r_squared': 0.9750551621274967}",14.759122252960829
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.4}",945,927,63,0.0,"{'slope': 0.9790395804209872, 'r_squared': 0.9512359063188388}",23.464061345340408
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.6}",659,622,65,0.0,"{'slope': 0.5358159642727434, 'r_squared': 0.8546523446309459}",13.70044336645716
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 4.8}",439,400,55,0.0,"{'slope': 0.373921316148682, 'r_squared': 0.9515222950168459}",9.003123981519515
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 20, 'range': 5.0}",8106,8073,116,0.0,"{'slope': 8.494206264757965, 'r_squared': 0.9794270298558697}",141.5765394468276
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.2}",38462,37570,63,0.0,"{'slope': 89.71360199307611, 'r_squared': 0.6740222218243137}",1557.5476171226928
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.4}",222884,222051,215,0.0,"{'slope': 180.05785758037746, 'r_squared': 0.7244833219618384}",3868.7108217279265
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.6}",5816,5187,59,0.0,"{'slope': 16.073307209925748, 'r_squared': 0.914183554483969}",224.00793644106676
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 0.8}",92848,91637,176,0.0,"{'slope': 91.0872615444862, 'r_squared': 0.946948578468756}",1953.9077421121283
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.0}",13829,13074,63,0.0,"{'slope': 36.436490012616666, 'r_squared': 0.9657922412313164}",404.1315054202741
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.2}",203350,202366,183,0.0,"{'slope': 186.2362521487317, 'r_squared': 0.9378255187381567}",3531.4211037762966
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.4}",58854,58271,118,0.0,"{'slope': 83.41716809857209, 'r_squared': 0.9517063912376706}",1079.9109918463041
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.6}",1765,1488,15,0.0,"{'slope': 23.58956090761248, 'r_squared': 0.7990474506903715}",172.89196815659548
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 1.8}",30832,30460,125,0.0,"{'slope': 27.270187264990472, 'r_squared': 0.9593116719803525}",521.279956879534
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 2.0}",120178,119572,136,0.0,"{'slope': 88.85611896877998, 'r_squared': 0.9429227049571435}",2272.752019686793
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 2.2}",136627,135447,153,0.0,"{'slope': 140.19262841902463, 'r_squared': 0.9577349751733664}",2272.236386076236
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 2.4}",25590,25024,100,0.0,"{'slope': 22.872787735590563, 'r_squared': 0.9752333371224841}",419.9194686690889
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 2.6}",19846,19167,94,0.0,"{'slope': 21.25191206359799, 'r_squared': 0.9149583951527458}",453.07852732730345
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 2.8}",116894,116525,106,0.0,"{'slope': 91.4485300677932, 'r_squared': 0.8591054425161535}",5712.061024957145
"{'mutation_type': 'swap', 'generation_type': 'asymmetric', 'distribution': 'lognormal', 'city_size': 30, 'range': 3.0}",750,482,19,0.0,"{'slope': 2.0485937942618673, 'r_squared': 0.8607836433390657}",33.85025119807591
