generation,iterations,sad,frobenius,symmetric_ratio,mean_asymmetry,mutation_type,generation_type,distribution,city_size,range
iteration_216,4332.0,171584724.0,126283950.58862036,0.0,5507722.234482759,inplace,asymmetric,lognormal,30,3.4
iteration_222,4333.0,172485373.0,126287162.23310392,0.0,5509792.691954023,inplace,asymmetric,lognormal,30,3.4
iteration_250,4335.0,172631508.0,126287246.78418061,0.0,5509456.749425287,inplace,asymmetric,lognormal,30,3.4
iteration_252,4522.0,172640003.0,126287247.0698984,0.0,5509476.278160919,inplace,asymmetric,lognormal,30,3.4
iteration_263,4525.0,211367089.0,132091846.69215946,0.0,5420448.494252874,inplace,asymmetric,lognormal,30,3.4
iteration_279,6003.0,211432693.0,132091862.98341686,0.0,5420345.855172413,inplace,asymmetric,lognormal,30,3.4
iteration_282,6406.0,218348753.0,132272794.45280263,0.0,5404621.045977011,inplace,asymmetric,lognormal,30,3.4
iteration_311,6676.0,219192986.0,132275488.5899563,0.0,5402688.643678161,inplace,asymmetric,lognormal,30,3.4
iteration_316,6750.0,219196904.0,132275488.64798188,0.0,5402697.650574713,inplace,asymmetric,lognormal,30,3.4
iteration_372,6884.0,219466434.0,132275763.25042802,0.0,5402233.765517241,inplace,asymmetric,lognormal,30,3.4
iteration_376,6889.0,219502102.0,132275768.05934452,0.0,5402315.76091954,inplace,asymmetric,lognormal,30,3.4
iteration_380,6895.0,219521507.0,132275769.48271188,0.0,5402271.151724138,inplace,asymmetric,lognormal,30,3.4
iteration_394,6901.0,219538286.0,132275770.54690847,0.0,5402309.724137931,inplace,asymmetric,lognormal,30,3.4
iteration_403,7070.0,219538534.0,132275770.54714094,0.0,5402310.294252873,inplace,asymmetric,lognormal,30,3.4
iteration_406,7110.0,219538588.0,132275770.54715197,0.0,5402310.418390805,inplace,asymmetric,lognormal,30,3.4
iteration_428,7769.0,219876370.0,132276201.82981639,0.0,5401593.057471264,inplace,asymmetric,lognormal,30,3.4
iteration_447,7771.0,220217594.0,132276641.9453582,0.0,5400808.634482759,inplace,asymmetric,lognormal,30,3.4
iteration_448,9988.0,220227085.0,132276642.28585324,0.0,5400795.662068966,inplace,asymmetric,lognormal,30,3.4
iteration_471,10149.0,223150802.0,132308949.86929518,0.0,5394077.866666666,inplace,asymmetric,lognormal,30,3.4
iteration_476,10505.0,223750522.0,132310309.04504028,0.0,5392711.071264368,inplace,asymmetric,lognormal,30,3.4
iteration_488,10509.0,223798664.0,132310317.80343598,0.0,5392600.4,inplace,asymmetric,lognormal,30,3.4
iteration_491,10515.0,224371783.0,132311559.06660004,0.0,5391282.885057472,inplace,asymmetric,lognormal,30,3.4
iteration_503,10625.0,224378447.0,132311559.23441945,0.0,5391267.565517241,inplace,asymmetric,lognormal,30,3.4
iteration_508,11018.0,224454644.0,132311581.17499048,0.0,5391092.4,inplace,asymmetric,lognormal,30,3.4
iteration_509,11027.0,227254621.0,132341204.40825157,0.0,5384655.671264368,inplace,asymmetric,lognormal,30,3.4
iteration_519,11035.0,227364670.0,132341250.16414581,0.0,5384402.6850574715,inplace,asymmetric,lognormal,30,3.4
iteration_523,11042.0,227365404.0,132341250.1661813,0.0,5384404.372413793,inplace,asymmetric,lognormal,30,3.4
iteration_525,11043.0,228153307.0,132343595.56353752,0.0,5382594.567816092,inplace,asymmetric,lognormal,30,3.4
iteration_536,11647.0,230014835.0,132356686.92279953,0.0,5378356.770114942,inplace,asymmetric,lognormal,30,3.4
iteration_537,11739.0,230414905.0,132357291.56032497,0.0,5379276.471264368,inplace,asymmetric,lognormal,30,3.4
iteration_546,11741.0,230595224.0,132357414.39045502,0.0,5378861.944827586,inplace,asymmetric,lognormal,30,3.4
iteration_552,12249.0,230595845.0,132357414.39191185,0.0,5378863.372413793,inplace,asymmetric,lognormal,30,3.4
iteration_560,12259.0,234062695.0,132402810.36834064,0.0,5371570.379310345,inplace,asymmetric,lognormal,30,3.4
iteration_578,12380.0,235181475.0,132407537.02914035,0.0,5369060.659770115,inplace,asymmetric,lognormal,30,3.4
iteration_580,12390.0,235182197.0,132407537.03110883,0.0,5369059.0,inplace,asymmetric,lognormal,30,3.4
iteration_586,12426.0,235183075.0,132407537.03401986,0.0,5369061.0183908045,inplace,asymmetric,lognormal,30,3.4
iteration_608,12440.0,235267847.0,132407564.17103717,0.0,5368996.954022989,inplace,asymmetric,lognormal,30,3.4
iteration_610,13075.0,235271489.0,132407564.22112556,0.0,5368992.866666666,inplace,asymmetric,lognormal,30,3.4
iteration_625,13350.0,235282578.0,132407564.68547183,0.0,5368967.374712643,inplace,asymmetric,lognormal,30,3.4
iteration_627,13351.0,235283538.0,132407564.688952,0.0,5368965.167816092,inplace,asymmetric,lognormal,30,3.4
iteration_662,13353.0,237856671.0,132432564.72746687,0.0,5374238.848275862,inplace,asymmetric,lognormal,30,3.4
iteration_681,15531.0,237869368.0,132432565.33613063,0.0,5374213.011494253,inplace,asymmetric,lognormal,30,3.4
iteration_686,15544.0,237874651.0,132432565.44150536,0.0,5374207.597701149,inplace,asymmetric,lognormal,30,3.4
iteration_691,15606.0,238134190.0,132432819.7612326,0.0,5373704.183908046,inplace,asymmetric,lognormal,30,3.4
iteration_703,15607.0,238144752.0,132432820.1824116,0.0,5373714.078160919,inplace,asymmetric,lognormal,30,3.4
iteration_707,15619.0,238149590.0,132432820.27078184,0.0,5373709.296551724,inplace,asymmetric,lognormal,30,3.4
iteration_726,15621.0,238149776.0,132432820.27091247,0.0,5373708.868965517,inplace,asymmetric,lognormal,30,3.4
iteration_727,15622.0,238150315.0,132432820.27200933,0.0,5373707.629885058,inplace,asymmetric,lognormal,30,3.4
iteration_731,15633.0,238158594.0,132432820.53078899,0.0,5373726.662068966,inplace,asymmetric,lognormal,30,3.4
iteration_754,15653.0,238163956.0,132432820.63933854,0.0,5373738.988505747,inplace,asymmetric,lognormal,30,3.4
iteration_758,15656.0,238164221.0,132432820.63960367,0.0,5373738.379310345,inplace,asymmetric,lognormal,30,3.4
iteration_760,15657.0,238256204.0,132432852.58361584,0.0,5373949.834482758,inplace,asymmetric,lognormal,30,3.4
iteration_763,15658.0,238275413.0,132432853.97672062,0.0,5373993.993103448,inplace,asymmetric,lognormal,30,3.4
iteration_767,15662.0,238285487.0,132432854.35987884,0.0,5374017.151724138,inplace,asymmetric,lognormal,30,3.4
iteration_770,15668.0,238302455.0,132432855.44689393,0.0,5373981.547126437,inplace,asymmetric,lognormal,30,3.4
iteration_771,16847.0,238318060.0,132432856.36628823,0.0,5373948.87816092,inplace,asymmetric,lognormal,30,3.4
iteration_782,17276.0,238319494.0,132432856.48313457,0.0,5373952.174712644,inplace,asymmetric,lognormal,30,3.4
iteration_783,17475.0,238328844.0,132432856.81319804,0.0,5373973.668965518,inplace,asymmetric,lognormal,30,3.4
iteration_790,17811.0,238340769.0,132432926.50980283,0.0,5373969.937931035,inplace,asymmetric,lognormal,30,3.4
iteration_799,17835.0,238340856.0,132432928.05259578,0.0,5373970.137931035,inplace,asymmetric,lognormal,30,3.4
iteration_801,18203.0,238355843.0,132432928.9006106,0.0,5373935.6850574715,inplace,asymmetric,lognormal,30,3.4
iteration_804,19247.0,241970267.0,132482243.02919225,0.0,5365669.597701149,inplace,asymmetric,lognormal,30,3.4
iteration_807,19254.0,246854461.0,132572244.71613805,0.0,5376449.533333333,inplace,asymmetric,lognormal,30,3.4
iteration_813,19259.0,246856735.0,132572244.73564091,0.0,5376454.76091954,inplace,asymmetric,lognormal,30,3.4
iteration_820,19828.0,246924184.0,132572261.8937094,0.0,5376609.816091954,inplace,asymmetric,lognormal,30,3.4
iteration_835,20220.0,246947138.0,132572263.88087514,0.0,5376567.186206897,inplace,asymmetric,lognormal,30,3.4
iteration_841,20223.0,246975622.0,132572266.94086002,0.0,5376632.666666667,inplace,asymmetric,lognormal,30,3.4
iteration_866,20506.0,246976022.0,132572266.94146346,0.0,5376631.747126437,inplace,asymmetric,lognormal,30,3.4
iteration_869,21403.0,247595065.0,132573712.23675716,0.0,5378036.834482758,inplace,asymmetric,lognormal,30,3.4
iteration_888,21416.0,248068049.0,132574555.96794866,0.0,5377082.540229885,inplace,asymmetric,lognormal,30,3.4
iteration_893,21478.0,248075239.0,132574556.16291857,0.0,5377066.011494253,inplace,asymmetric,lognormal,30,3.4
iteration_896,21879.0,248114237.0,132574561.89872496,0.0,5376977.574712643,inplace,asymmetric,lognormal,30,3.4
iteration_905,21884.0,248219121.0,132574603.38727139,0.0,5376774.268965517,inplace,asymmetric,lognormal,30,3.4
iteration_909,22047.0,248224520.0,132574603.49720648,0.0,5376762.183908046,inplace,asymmetric,lognormal,30,3.4
iteration_929,22107.0,251077409.0,132605295.7769328,0.0,5370203.818390804,inplace,asymmetric,lognormal,30,3.4
iteration_939,22636.0,251090428.0,132605296.41602628,0.0,5370210.055172414,inplace,asymmetric,lognormal,30,3.4
iteration_954,23236.0,251090473.0,132605296.41603391,0.0,5370210.1402298855,inplace,asymmetric,lognormal,30,3.4
iteration_964,23244.0,251094905.0,132605296.49009816,0.0,5370199.951724138,inplace,asymmetric,lognormal,30,3.4
iteration_968,23249.0,251094925.0,132605296.49009967,0.0,5370199.997701149,inplace,asymmetric,lognormal,30,3.4
iteration_978,23253.0,251008508.0,132605155.51049139,0.0,5370305.429885058,inplace,asymmetric,lognormal,30,3.4
iteration_991,23254.0,251014853.0,132605155.66229177,0.0,5370316.940229885,inplace,asymmetric,lognormal,30,3.4
iteration_993,23279.0,251000732.0,132605154.90765695,0.0,5370310.781609195,inplace,asymmetric,lognormal,30,3.4
last,,251088567.0,132605183.99772659,,,inplace,asymmetric,lognormal,30,3.4
iteration_0,0.0,0.0,0.0,0.0022988505747126436,5113.251152073733,scramble,asymmetric,lognormal,30,0.2
iteration_1,812.0,0.0,0.0,0.0022988505747126436,5113.251152073733,scramble,asymmetric,lognormal,30,0.2
iteration_2,1308.0,4376648.0,188019.2381433347,0.0,4986.098850574713,scramble,asymmetric,lognormal,30,0.2
iteration_8,2340.0,4162210.0,180215.48507273174,0.0,5092.35632183908,scramble,asymmetric,lognormal,30,0.2
iteration_11,3333.0,4396922.0,189661.98203119147,0.0,5037.23448275862,scramble,asymmetric,lognormal,30,0.2
iteration_43,9791.0,4324384.0,185856.79871341807,0.0,5307.335632183908,scramble,asymmetric,lognormal,30,0.2
iteration_132,12304.0,4613156.0,197398.8980972285,0.0,4957.8,scramble,asymmetric,lognormal,30,0.2
iteration_206,13315.0,4340410.0,187138.0640329487,0.0,4881.3448275862065,scramble,asymmetric,lognormal,30,0.2
iteration_314,23236.0,4465564.0,193735.57659862062,0.0,4984.613793103448,scramble,asymmetric,lognormal,30,0.2
last,,4430232.0,191468.87235788486,,,scramble,asymmetric,lognormal,30,0.2
iteration_0,0.0,0.0,0.0,0.0,670986.4045977012,scramble,asymmetric,lognormal,30,2.6
iteration_1,1598.0,0.0,0.0,0.0,670986.4045977012,scramble,asymmetric,lognormal,30,2.6
iteration_19,2391.0,582585268.0,79091498.48517984,0.0,659916.5931034483,scramble,asymmetric,lognormal,30,2.6
iteration_48,3993.0,565832376.0,78782468.88162234,0.0,660208.2482758621,scramble,asymmetric,lognormal,30,2.6
last,,563101512.0,78925254.07414669,,,scramble,asymmetric,lognormal,30,2.6
iteration_0,0.0,0.0,0.0,0.0022988505747126436,105129785.86175115,scramble,asymmetric,lognormal,30,4.8
iteration_1,138.0,0.0,0.0,0.0022988505747126436,105129785.86175115,scramble,asymmetric,lognormal,30,4.8
iteration_2,205.0,90829416444.0,29269144818.46436,0.0,102317256.08735633,scramble,asymmetric,lognormal,30,4.8
iteration_5,1118.0,85167114920.0,28922243457.063786,0.0,104213047.27816091,scramble,asymmetric,lognormal,30,4.8
iteration_138,1489.0,90100222770.0,29243773118.118473,0.0022988505747126436,104647641.86635944,scramble,asymmetric,lognormal,30,4.8
iteration_260,2009.0,91045222750.0,29270174378.55964,0.0,104912354.62528735,scramble,asymmetric,lognormal,30,4.8
iteration_410,3448.0,87902055438.0,28921852504.537563,0.0,104396832.47356322,scramble,asymmetric,lognormal,30,4.8
last,,90924637818.0,29267832588.61195,,,scramble,asymmetric,lognormal,30,4.8
iteration_0,0.0,0.0,0.0,0.0,1241141.3631578947,swap,asymmetric,lognormal,20,2.6
iteration_1,92.0,0.0,0.0,0.0,1241141.3631578947,swap,asymmetric,lognormal,20,2.6
iteration_5,93.0,4027730.0,2848035.195788493,0.0,1241178.0894736843,swap,asymmetric,lognormal,20,2.6
iteration_13,94.0,4756484.0,2894278.091805969,0.0,1243042.752631579,swap,asymmetric,lognormal,20,2.6
iteration_24,97.0,4775754.0,2894310.166370909,0.0,1243042.752631579,swap,asymmetric,lognormal,20,2.6
iteration_25,116.0,4801342.0,2894366.7203777065,0.0,1243140.1105263159,swap,asymmetric,lognormal,20,2.6
iteration_30,134.0,4818058.0,2894390.8554923953,0.0,1243147.1736842105,swap,asymmetric,lognormal,20,2.6
iteration_45,149.0,4831634.0,2894406.7748410897,0.0,1243212.847368421,swap,asymmetric,lognormal,20,2.6
iteration_49,159.0,4841866.0,2894415.8175973957,0.0,1243158.994736842,swap,asymmetric,lognormal,20,2.6
iteration_50,160.0,4862592.0,2894452.920449044,0.0,1243158.994736842,swap,asymmetric,lognormal,20,2.6
iteration_68,163.0,5628668.0,2945793.066525889,0.0,1239398.1736842105,swap,asymmetric,lognormal,20,2.6
iteration_69,168.0,6413066.0,2997555.1541204373,0.0,1235454.6157894738,swap,asymmetric,lognormal,20,2.6
iteration_72,179.0,7279064.0,3059462.889135281,0.0,1235240.4052631578,swap,asymmetric,lognormal,20,2.6
iteration_76,218.0,55249446.0,34057878.497976914,0.0,1235921.5210526315,swap,asymmetric,lognormal,20,2.6
iteration_77,245.0,55400494.0,34058045.97348636,0.0,1235921.5210526315,swap,asymmetric,lognormal,20,2.6
iteration_84,281.0,55402930.0,34058046.01704505,0.0,1235933.3736842105,swap,asymmetric,lognormal,20,2.6
iteration_87,282.0,56246434.0,34063268.31057417,0.0,1240361.5736842104,swap,asymmetric,lognormal,20,2.6
iteration_90,284.0,56252994.0,34063268.62640997,0.0,1240361.5736842104,swap,asymmetric,lognormal,20,2.6
iteration_112,288.0,56254878.0,34063268.65246044,0.0,1240361.5736842104,swap,asymmetric,lognormal,20,2.6
iteration_122,297.0,56290828.0,34063279.86860549,0.0,1240251.1631578947,swap,asymmetric,lognormal,20,2.6
iteration_127,367.0,56393520.0,34063357.265988566,0.0,1240113.9842105263,swap,asymmetric,lognormal,20,2.6
iteration_131,379.0,56768828.0,34064419.21350687,0.0,1240139.6684210526,swap,asymmetric,lognormal,20,2.6
iteration_169,400.0,56769310.0,34064419.23841735,0.0,1240139.6684210526,swap,asymmetric,lognormal,20,2.6
iteration_178,452.0,56802420.0,34064427.283996835,0.0,1240009.994736842,swap,asymmetric,lognormal,20,2.6
iteration_189,500.0,56880584.0,34064472.1226112,0.0,1240009.994736842,swap,asymmetric,lognormal,20,2.6
iteration_193,602.0,56913764.0,34064499.2358484,0.0,1240009.994736842,swap,asymmetric,lognormal,20,2.6
iteration_205,609.0,56915468.0,34064499.287621945,0.0,1240018.9631578948,swap,asymmetric,lognormal,20,2.6
iteration_214,610.0,56923746.0,34064499.79053029,0.0,1240002.1631578947,swap,asymmetric,lognormal,20,2.6
iteration_216,638.0,56932364.0,34064524.072943866,0.0,1239840.647368421,swap,asymmetric,lognormal,20,2.6
iteration_220,639.0,56939864.0,34064524.48576336,0.0,1239840.647368421,swap,asymmetric,lognormal,20,2.6
iteration_223,642.0,56932364.0,34064437.79795011,0.0,1243872.5631578946,swap,asymmetric,lognormal,20,2.6
iteration_224,647.0,61011502.0,34186336.538183406,0.0,1242823.3631578947,swap,asymmetric,lognormal,20,2.6
iteration_228,648.0,61039780.0,34186342.38587942,0.0,1242674.5315789473,swap,asymmetric,lognormal,20,2.6
iteration_231,649.0,61049524.0,34186343.080203004,0.0,1242674.5315789473,swap,asymmetric,lognormal,20,2.6
iteration_234,659.0,61049524.0,34181104.87681152,0.0,1242840.7736842106,swap,asymmetric,lognormal,20,2.6
iteration_240,689.0,61077032.0,34181110.41122889,0.0,1242874.4473684211,swap,asymmetric,lognormal,20,2.6
iteration_243,721.0,61077032.0,34180483.673410214,0.0,1244322.257894737,swap,asymmetric,lognormal,20,2.6
iteration_244,726.0,61515878.0,34181918.808599874,0.0,1244356.5105263158,swap,asymmetric,lognormal,20,2.6
iteration_255,732.0,61883846.0,34182920.22861689,0.0,1244480.1210526316,swap,asymmetric,lognormal,20,2.6
iteration_256,733.0,61883846.0,34182920.15292435,0.0,1244480.1210526316,swap,asymmetric,lognormal,20,2.6
iteration_257,825.0,61903690.0,34182923.03290299,0.0,1244459.7947368422,swap,asymmetric,lognormal,20,2.6
iteration_259,840.0,61906448.0,34182923.08853431,0.0,1244471.7315789473,swap,asymmetric,lognormal,20,2.6
iteration_261,1183.0,61947298.0,34182935.29288996,0.0,1244268.194736842,swap,asymmetric,lognormal,20,2.6
iteration_282,1186.0,61947748.0,34182935.294370964,0.0,1244268.194736842,swap,asymmetric,lognormal,20,2.6
iteration_284,1307.0,61947748.0,34182917.0317646,0.0,1244476.3105263158,swap,asymmetric,lognormal,20,2.6
iteration_288,1322.0,62240462.0,34183543.66567925,0.0,1242935.7105263157,swap,asymmetric,lognormal,20,2.6
iteration_293,1323.0,62445984.0,34183852.57968508,0.0,1243930.7631578948,swap,asymmetric,lognormal,20,2.6
iteration_296,1417.0,62468678.0,34183856.34621202,0.0,1244050.2052631578,swap,asymmetric,lognormal,20,2.6
iteration_301,1423.0,62489118.0,34183859.40170097,0.0,1244050.2052631578,swap,asymmetric,lognormal,20,2.6
iteration_306,1442.0,62489118.0,34183848.08801089,0.0,1244050.2052631578,swap,asymmetric,lognormal,20,2.6
iteration_310,1459.0,62196404.0,34182453.959302805,0.0,1244050.2052631578,swap,asymmetric,lognormal,20,2.6
iteration_323,1467.0,62216714.0,34182456.97617282,0.0,1244050.2052631578,swap,asymmetric,lognormal,20,2.6
iteration_325,1503.0,62206970.0,34178617.9580486,0.0,1244050.2052631578,swap,asymmetric,lognormal,20,2.6
iteration_331,1655.0,62207562.0,34178618.07972701,0.0,1244016.5315789473,swap,asymmetric,lognormal,20,2.6
iteration_333,1657.0,62233092.0,34178622.84718757,0.0,1243901.3315789474,swap,asymmetric,lognormal,20,2.6
iteration_355,1658.0,62233092.0,34178622.24057886,0.0,1243882.1631578947,swap,asymmetric,lognormal,20,2.6
iteration_368,1664.0,62239946.0,34178623.60241003,0.0,1243882.1631578947,swap,asymmetric,lognormal,20,2.6
iteration_369,1669.0,63527810.0,34190753.255762994,0.0,1247915.752631579,swap,asymmetric,lognormal,20,2.6
iteration_374,1844.0,63528126.0,34190753.25649314,0.0,1247915.752631579,swap,asymmetric,lognormal,20,2.6
iteration_376,1853.0,63528126.0,34190752.791435465,0.0,1248045.1,swap,asymmetric,lognormal,20,2.6
iteration_389,1867.0,63538056.0,34190753.54960142,0.0,1248045.1,swap,asymmetric,lognormal,20,2.6
iteration_396,1869.0,63556738.0,34190756.10158605,0.0,1247946.7736842106,swap,asymmetric,lognormal,20,2.6
iteration_435,1871.0,63556738.0,34190763.13189962,0.0,1248106.9631578948,swap,asymmetric,lognormal,20,2.6
iteration_439,1895.0,63623850.0,34190796.06490522,0.0,1248106.9631578948,swap,asymmetric,lognormal,20,2.6
iteration_466,1899.0,63644986.0,34190799.33135793,0.0,1248106.9631578948,swap,asymmetric,lognormal,20,2.6
iteration_477,1901.0,63644986.0,34190799.97870708,0.0,1248016.994736842,swap,asymmetric,lognormal,20,2.6
iteration_499,1902.0,63652114.0,34190811.06187094,0.0,1248016.994736842,swap,asymmetric,lognormal,20,2.6
iteration_502,1981.0,63654864.0,34190812.46663796,0.0,1248203.994736842,swap,asymmetric,lognormal,20,2.6
iteration_505,2006.0,63879200.0,34191180.44831523,0.0,1247775.5,swap,asymmetric,lognormal,20,2.6
iteration_516,2062.0,63985070.0,34191263.82531412,0.0,1247775.5,swap,asymmetric,lognormal,20,2.6
iteration_522,2063.0,64140370.0,34191464.172036186,0.0,1246846.8894736841,swap,asymmetric,lognormal,20,2.6
iteration_532,2069.0,64746934.0,34194154.2104887,0.0,1247091.2052631578,swap,asymmetric,lognormal,20,2.6
iteration_544,2131.0,64746934.0,34194154.144552514,0.0,1247091.2052631578,swap,asymmetric,lognormal,20,2.6
iteration_554,2133.0,64784946.0,34194164.70857988,0.0,1247291.2684210527,swap,asymmetric,lognormal,20,2.6
iteration_564,2141.0,64824296.0,34194176.02938752,0.0,1247291.2684210527,swap,asymmetric,lognormal,20,2.6
iteration_599,2203.0,64973202.0,34194338.139919564,0.0,1246996.7631578948,swap,asymmetric,lognormal,20,2.6
iteration_607,2205.0,64974748.0,34194338.15739407,0.0,1247004.9,swap,asymmetric,lognormal,20,2.6
iteration_611,2243.0,65097464.0,34194448.25743711,0.0,1247004.9,swap,asymmetric,lognormal,20,2.6
iteration_657,2247.0,67079516.0,34223158.192894705,0.0,1239676.2368421052,swap,asymmetric,lognormal,20,2.6
iteration_665,2248.0,70360328.0,34302143.75881571,0.0,1239895.7947368422,swap,asymmetric,lognormal,20,2.6
iteration_671,2307.0,70367342.0,34302144.117366165,0.0,1239858.8789473684,swap,asymmetric,lognormal,20,2.6
iteration_704,2312.0,70519176.0,34302314.99918821,0.0,1239829.0157894737,swap,asymmetric,lognormal,20,2.6
iteration_706,2346.0,70517472.0,34302299.36065879,0.0,1238871.0684210525,swap,asymmetric,lognormal,20,2.6
iteration_715,2350.0,70517220.0,34302299.27624835,0.0,1238871.0684210525,swap,asymmetric,lognormal,20,2.6
iteration_726,2351.0,70668502.0,34302467.77857325,0.0,1238871.0684210525,swap,asymmetric,lognormal,20,2.6
iteration_764,2412.0,70663980.0,34302466.353718385,0.0,1238643.5210526315,swap,asymmetric,lognormal,20,2.6
iteration_765,2423.0,71882660.0,34314921.410678215,0.0,1238679.3842105262,swap,asymmetric,lognormal,20,2.6
iteration_812,2425.0,71882660.0,34314917.502482064,0.0,1238606.2368421052,swap,asymmetric,lognormal,20,2.6
iteration_851,2426.0,71884810.0,34314917.53615911,0.0,1238606.2368421052,swap,asymmetric,lognormal,20,2.6
iteration_863,2436.0,73075580.0,34325259.68692823,0.0,1238511.2684210527,swap,asymmetric,lognormal,20,2.6
iteration_935,2437.0,73060666.0,34325239.986470565,0.0,1238470.647368421,swap,asymmetric,lognormal,20,2.6
iteration_984,2522.0,73121628.0,34325284.52524276,0.0,1238767.8894736841,swap,asymmetric,lognormal,20,2.6
iteration_986,2633.0,73123290.0,34325301.52298779,0.0,1238767.8894736841,swap,asymmetric,lognormal,20,2.6
iteration_987,2636.0,73123290.0,34325268.83081993,0.0,1238792.2157894736,swap,asymmetric,lognormal,20,2.6
last,,73828486.0,34328890.61719394,,,swap,asymmetric,lognormal,20,2.6
iteration_0,0.0,0.0,0.0,0.0,877087.1,scramble,asymmetric,lognormal,20,2.8
iteration_1,42.0,0.0,0.0,0.0,877087.1,scramble,asymmetric,lognormal,20,2.8
iteration_2,55.0,348068526.0,77596292.12987164,0.0,970261.5210526315,scramble,asymmetric,lognormal,20,2.8
iteration_3,81.0,358577850.0,77798406.83099602,0.0,946370.847368421,scramble,asymmetric,lognormal,20,2.8
iteration_6,85.0,325796786.0,74391689.69673179,0.0,941863.6157894736,scramble,asymmetric,lognormal,20,2.8
iteration_11,209.0,354777096.0,77537189.07959172,0.0,915874.6894736842,scramble,asymmetric,lognormal,20,2.8
iteration_15,310.0,352550778.0,77347170.01545413,0.0,923484.0052631579,scramble,asymmetric,lognormal,20,2.8
iteration_259,450.0,346851538.0,77561575.02277695,0.0,925487.1421052632,scramble,asymmetric,lognormal,20,2.8
iteration_425,509.0,348016498.0,77382705.89968528,0.0,934021.1105263158,scramble,asymmetric,lognormal,20,2.8
last,,357555804.0,77777956.49307099,,,scramble,asymmetric,lognormal,20,2.8
iteration_0,0.0,0.0,0.0,0.0,71914.81052631579,scramble,asymmetric,lognormal,20,1.4
iteration_1,124.0,0.0,0.0,0.0,71914.81052631579,scramble,asymmetric,lognormal,20,1.4
iteration_3,245.0,26289096.0,2645576.3440974443,0.0,68203.62105263158,scramble,asymmetric,lognormal,20,1.4
iteration_8,418.0,26143374.0,2629643.9350413964,0.0,71208.06315789474,scramble,asymmetric,lognormal,20,1.4
iteration_337,451.0,26336290.0,2643842.493521125,0.0,66718.81052631579,scramble,asymmetric,lognormal,20,1.4
iteration_471,583.0,26454774.0,2600567.3902550573,0.0,73098.93684210526,scramble,asymmetric,lognormal,20,1.4
iteration_649,732.0,27080604.0,2636706.2625825424,0.0,73577.91578947369,scramble,asymmetric,lognormal,20,1.4
iteration_970,960.0,24973100.0,2490158.793294918,0.0,68145.0947368421,scramble,asymmetric,lognormal,20,1.4
last,,26076182.0,2603269.9066312737,,,scramble,asymmetric,lognormal,20,1.4
iteration_0,0.0,0.0,0.0,0.0,16786.393103448278,inplace,asymmetric,lognormal,30,0.6
iteration_1,1334.0,0.0,0.0,0.0,16786.393103448278,inplace,asymmetric,lognormal,30,0.6
iteration_8,1390.0,34089.0,34089.0,0.0,16864.758620689656,inplace,asymmetric,lognormal,30,0.6
iteration_21,1475.0,57449.0,41324.92614633449,0.0,16870.933333333334,inplace,asymmetric,lognormal,30,0.6
iteration_42,1686.0,60988.0,41476.18644475406,0.0,16879.068965517243,inplace,asymmetric,lognormal,30,0.6
iteration_49,1723.0,69894.0,42421.585048180365,0.0,16899.542528735634,inplace,asymmetric,lognormal,30,0.6
iteration_50,2770.0,83744.0,44625.25493484603,0.0,16884.094252873565,inplace,asymmetric,lognormal,30,0.6
iteration_51,2771.0,95624.0,46179.5168662471,0.0,16856.783908045978,inplace,asymmetric,lognormal,30,0.6
iteration_60,2805.0,150356.0,71611.02989065302,0.0,16730.963218390803,inplace,asymmetric,lognormal,30,0.6
iteration_68,2806.0,163141.0,72743.35589591671,0.0,16705.36091954023,inplace,asymmetric,lognormal,30,0.6
iteration_72,3069.0,184062.0,75692.03437614819,0.0,16657.266666666666,inplace,asymmetric,lognormal,30,0.6
iteration_77,3070.0,184161.0,75692.09911873234,0.0,16657.26896551724,inplace,asymmetric,lognormal,30,0.6
iteration_78,3100.0,190199.0,75932.54449180535,0.0,16643.388505747127,inplace,asymmetric,lognormal,30,0.6
iteration_80,3254.0,212100.0,79027.87555033983,0.0,16635.845977011493,inplace,asymmetric,lognormal,30,0.6
iteration_82,3525.0,254764.0,89808.80808695771,0.0,16733.924137931033,inplace,asymmetric,lognormal,30,0.6
iteration_84,3528.0,266139.0,90526.30907642264,0.0,16729.241379310344,inplace,asymmetric,lognormal,30,0.6
iteration_102,3535.0,303099.0,97780.64345769054,0.0,16757.075862068967,inplace,asymmetric,lognormal,30,0.6
iteration_106,4350.0,288657.0,95367.16079972182,0.0,16730.4,inplace,asymmetric,lognormal,30,0.6
iteration_114,6239.0,298483.0,95872.02738546839,0.0,16752.988505747126,inplace,asymmetric,lognormal,30,0.6
iteration_116,6428.0,331966.0,101550.76033196403,0.0,16770.751724137932,inplace,asymmetric,lognormal,30,0.6
iteration_120,6449.0,336059.0,101633.21097456284,0.0,16780.16091954023,inplace,asymmetric,lognormal,30,0.6
iteration_122,6624.0,358721.0,104129.13049190414,0.0,16832.25747126437,inplace,asymmetric,lognormal,30,0.6
iteration_124,7071.0,370183.0,104758.07014736383,0.0,16858.606896551722,inplace,asymmetric,lognormal,30,0.6
iteration_126,7516.0,397461.0,108251.29350266444,0.0,16836.367816091955,inplace,asymmetric,lognormal,30,0.6
iteration_136,7561.0,403664.0,108428.86955972564,0.0,16839.041379310343,inplace,asymmetric,lognormal,30,0.6
